EEG 1,EEG 2,EEG 3,EEG 4,EEG 5,EEG 6,EEG 7,EEG 8,Accelerometer X,Accelerometer Y,Accelerometer Z,Gyroscope X,Gyroscope Y,Gyroscope Z,Battery Level,Counter,Validation Indicator
2709.123,-8443.897,-100680.572,-95873.586,-336.659,1846.703,-1938.345,5032.396,-0.018,0.915,-0.339,0.000,0.000,0.000,73.333,1.000,1.000
31068.899,-13724.640,-130026.948,-139184.029,-25213.919,31528.334,-44629.968,23198.064,-0.017,0.919,-0.352,0.000,0.000,0.000,73.333,2.000,1.000
108544.359,-48896.957,-213070.558,-263134.500,-92947.246,112512.940,-161089.275,69808.217,-0.016,0.919,-0.360,0.000,0.000,0.000,73.333,3.000,1.000
238950.932,-150094.329,-356324.289,-486374.374,-202634.926,248812.149,-357057.286,139399.415,-0.014,0.917,-0.359,0.000,0.000,0.000,73.333,4.000,1.000
393728.726,-325655.699,-527563.835,-776619.301,-317245.370,410614.887,-589647.038,205044.713,-0.014,0.914,-0.358,-0.519,0.305,0.061,73.333,5.000,1.000
530738.731,-530044.597,-673241.885,-1060480.740,-385728.135,553883.918,-795559.637,239251.124,-0.015,0.912,-0.360,1.953,-3.479,2.869,73.333,6.000,1.000
616484.928,-680153.163,-741702.289,-1244484.142,-375570.630,643576.835,-922900.827,231722.393,-0.018,0.908,-0.364,9.247,-9.125,4.333,73.333,7.000,1.000
638723.422,-694838.696,-703605.127,-1250225.720,-289233.390,667196.384,-946095.110,191918.098,-0.017,0.906,-0.366,12.054,-10.986,5.035,73.333,8.000,1.000
608921.331,-535652.021,-570112.930,-1061563.230,-159487.670,639112.138,-870758.104,141890.816,-0.017,0.908,-0.370,13.275,-11.536,5.585,73.333,9.000,1.000
551497.281,-230985.001,-389427.679,-742724.464,-32106.764,591666.404,-729865.381,103634.458,-0.016,0.910,-0.370,13.641,-11.688,5.707,73.333,10.000,1.000
485605.804,131416.393,-218262.378,-402569.752,55720.088,553419.226,-566385.549,85975.449,-0.018,0.914,-0.368,14.191,-11.597,6.042,73.333,11.000,1.000
415209.645,445381.208,-93210.964,-134583.156,92823.453,529037.537,-411796.085,80542.874,-0.021,0.922,-0.369,14.404,-11.536,6.622,73.333,12.000,1.000
335422.305,639304.502,-22396.246,20049.252,94216.396,500247.573,-280006.085,71598.293,-0.023,0.924,-0.368,14.618,-11.780,7.080,73.333,13.000,1.000
246471.993,702629.354,4872.819,71006.928,82687.027,447549.194,-177593.361,50992.981,-0.023,0.927,-0.371,14.679,-11.841,7.629,73.333,14.000,1.000
159967.565,669284.294,4474.615,56453.888,70941.196,368752.241,-111283.957,23723.508,-0.025,0.927,-0.374,14.526,-11.871,8.087,73.333,15.000,1.000
91097.115,582978.054,-9776.286,19024.086,60639.968,277492.098,-82051.776,-25.874,-0.025,0.923,-0.379,14.374,-11.810,8.514,73.333,16.000,1.000
45964.602,476872.246,-26553.986,-11134.807,52466.582,190148.115,-77465.203,-15805.377,-0.024,0.919,-0.381,14.252,-11.749,8.575,73.333,17.000,1.000
18378.784,372916.337,-36916.651,-22556.692,50571.132,117327.918,-77460.956,-26673.771,-0.021,0.920,-0.378,14.404,-11.841,8.728,73.333,18.000,1.000
-1326.509,286305.387,-37120.962,-18326.308,56808.404,64102.451,-69652.133,-36206.542,-0.019,0.926,-0.377,14.496,-11.810,8.789,73.333,19.000,1.000
-16854.850,225305.898,-30514.210,-7205.954,65728.119,32203.894,-56398.327,-43295.457,-0.016,0.929,-0.376,14.404,-11.902,8.820,73.333,20.000,1.000
-26205.645,189074.139,-24127.124,3324.399,69270.117,19252.468,-46180.259,-44926.431,-0.013,0.930,-0.379,14.221,-11.871,8.667,73.333,21.000,1.000
-28646.070,169717.431,-22327.118,9345.427,65544.297,17922.901,-41335.605,-41698.465,-0.011,0.929,-0.380,14.069,-11.719,8.606,73.333,22.000,1.000
-28072.362,158443.418,-24044.331,9900.965,60171.313,19115.319,-36864.934,-38044.352,-0.010,0.928,-0.381,13.733,-11.566,8.392,73.333,23.000,1.000
-29107.739,149953.927,-25850.609,6204.590,58812.755,17215.191,-29092.685,-37238.306,-0.010,0.923,-0.382,13.580,-11.688,8.301,73.333,24.000,1.000
-32227.775,142032.951,-26365.299,1051.173,60867.931,12098.476,-20940.345,-38172.433,-0.011,0.920,-0.383,13.611,-11.810,8.148,73.333,25.000,1.000
-34487.111,133242.449,-26838.386,-2570.304,61784.710,6304.547,-17249.752,-37816.283,-0.011,0.917,-0.384,13.733,-12.085,7.965,73.333,26.000,1.000
-34246.689,122502.251,-28332.504,-3377.428,59702.852,1254.984,-17746.430,-35524.142,-0.008,0.918,-0.388,13.977,-12.177,7.874,73.333,27.000,1.000
-33351.673,110290.186,-29923.822,-2409.307,57378.929,-3461.182,-17433.751,-33525.294,-0.002,0.922,-0.391,14.069,-12.177,7.751,73.333,28.000,1.000
-34376.947,98680.496,-30102.309,-1555.213,57747.903,-8237.371,-13199.055,-33593.613,0.000,0.924,-0.396,13.641,-11.902,7.538,73.333,29.000,1.000
-37203.934,89476.291,-28974.884,-1614.446,59884.182,-12352.544,-7363.595,-34751.544,-0.002,0.926,-0.401,13.031,-11.108,7.294,73.333,30.000,1.000
-39444.953,82620.754,-28171.704,-2013.161,60585.973,-14993.778,-3988.544,-34821.840,-0.006,0.921,-0.397,12.482,-10.559,7.141,73.333,31.000,1.000
-39677.906,76703.210,-28786.216,-2134.949,58754.541,-16548.987,-3600.140,-33306.408,-0.007,0.922,-0.396,12.451,-10.498,7.019,73.333,32.000,1.000
-39031.702,70647.522,-30182.345,-2277.799,56526.334,-18245.707,-3192.294,-31752.521,-0.010,0.925,-0.394,12.177,-10.345,6.775,73.333,33.000,1.000
-39400.173,64492.336,-31023.251,-3050.070,56166.081,-20742.514,-616.513,-31529.559,-0.010,0.924,-0.396,11.871,-10.223,6.653,73.333,34.000,1.000
-41031.826,58747.087,-30926.618,-4282.688,57285.024,-23577.467,2915.504,-32196.626,-0.010,0.923,-0.395,11.780,-10.193,6.470,73.333,35.000,1.000
-42548.365,53562.595,-30671.816,-5108.752,57806.088,-25978.075,5006.635,-32368.425,-0.009,0.921,-0.398,11.658,-10.498,6.439,73.333,36.000,1.000
-42918.467,48710.611,-31019.372,-5101.111,56812.493,-27770.746,5317.738,-31558.337,-0.004,0.921,-0.400,11.353,-10.345,6.317,73.333,37.000,1.000
-42624.715,44028.105,-31831.321,-4848.290,55412.614,-29329.317,5615.982,-30571.304,-0.006,0.921,-0.398,10.895,-10.223,6.348,73.333,38.000,1.000
-42791.024,39573.017,-32441.931,-5167.600,54965.550,-30950.443,7211.489,-30274.067,-0.007,0.918,-0.395,10.773,-10.254,6.195,73.333,39.000,1.000
-43737.038,35447.951,-32546.314,-6054.140,55395.817,-32582.043,9498.502,-30559.713,-0.005,0.919,-0.399,10.773,-10.468,5.890,73.333,40.000,1.000
-44778.773,31695.827,-32467.645,-6777.983,55614.208,-34060.508,11130.555,-30682.582,-0.002,0.921,-0.406,10.376,-10.498,5.524,73.333,41.000,1.000
-45216.478,28332.546,-32667.741,-6920.782,55033.035,-35337.280,11772.253,-30244.698,-0.001,0.922,-0.406,9.857,-10.040,5.188,73.333,42.000,1.000
-45109.173,25294.405,-33230.092,-6900.326,54105.152,-36444.178,12197.796,-29547.981,0.000,0.921,-0.407,9.583,-10.010,4.883,73.333,43.000,1.000
-45044.467,22360.514,-33853.753,-7326.221,53535.474,-37432.450,13105.239,-29100.449,0.002,0.922,-0.408,9.277,-9.979,4.486,73.333,44.000,1.000
-45416.345,19326.553,-34220.308,-8150.426,53460.600,-38410.352,14413.515,-29048.418,0.003,0.923,-0.405,9.064,-10.010,4.089,73.333,45.000,1.000
-46074.980,16306.422,-34300.818,-8776.314,53498.401,-39488.220,15638.074,-29127.579,0.003,0.920,-0.408,8.667,-10.071,3.784,73.333,46.000,1.000
-46577.148,13669.867,-34354.509,-8905.105,53280.386,-40594.020,16493.013,-29003.503,0.005,0.918,-0.410,8.331,-10.101,3.510,73.333,47.000,1.000
-46656.459,11555.537,-34661.300,-8919.444,52750.973,-41475.039,17023.813,-28582.956,0.006,0.917,-0.408,8.179,-9.918,3.235,73.333,48.000,1.000
-46468.353,9603.741,-35227.075,-9321.242,52114.244,-42020.069,17459.079,-28070.918,0.007,0.917,-0.415,7.904,-10.040,2.930,73.333,49.000,1.000
-46424.163,7381.083,-35754.702,-10053.346,51657.400,-42482.974,18083.443,-27770.058,0.006,0.913,-0.413,7.599,-10.132,2.686,73.333,50.000,1.000
-46758.505,4986.842,-35964.621,-10624.206,51528.984,-43201.192,19036.985,-27770.178,0.003,0.910,-0.411,7.446,-10.223,2.380,73.333,51.000,1.000
-47244.911,2963.387,-35945.567,-10800.586,51545.929,-44118.892,20078.005,-27814.203,0.002,0.909,-0.414,7.294,-10.284,2.197,73.333,52.000,1.000
-47417.941,1551.949,-36086.874,-10892.663,51303.757,-44808.726,20731.180,-27554.217,0.001,0.907,-0.415,7.050,-9.979,1.923,73.333,53.000,1.000
-47131.059,308.543,-36603.014,-11288.562,50641.626,-45047.118,20877.183,-26982.757,-0.004,0.903,-0.414,6.958,-10.101,1.740,73.333,54.000,1.000
-46788.214,-1328.798,-37228.227,-11930.315,49931.152,-45164.466,21039.835,-26498.134,-0.006,0.900,-0.413,6.836,-10.071,1.404,73.333,55.000,1.000
-46879.051,-3264.427,-37525.797,-12435.700,49681.184,-45629.346,21792.487,-26429.949,-0.008,0.903,-0.412,6.927,-10.193,1.282,73.333,56.000,1.000
-47337.371,-4855.485,-37463.689,-12639.398,49847.948,-46395.646,22942.125,-26583.130,-0.013,0.907,-0.410,6.744,-10.345,1.038,73.333,57.000,1.000
-47577.999,-5797.313,-37490.031,-12790.315,49804.408,-46934.933,23677.085,-26443.494,-0.019,0.907,-0.408,6.531,-10.590,0.793,73.333,58.000,1.000
-47244.977,-6567.429,-37981.727,-13202.978,49117.041,-46957.003,23640.544,-25850.562,-0.021,0.906,-0.409,6.287,-10.925,0.549,73.333,59.000,1.000
-46712.253,-7787.738,-38833.789,-13943.484,48073.344,-46831.040,23494.270,-25248.317,-0.023,0.904,-0.410,5.920,-11.200,0.397,73.333,60.000,1.000
-46622.780,-9370.259,-39772.244,-14974.076,47157.999,-47096.908,24085.297,-25120.494,-0.023,0.900,-0.410,5.920,-11.475,0.153,73.333,61.000,1.000
-47028.853,-10634.612,-40936.378,-16440.301,46171.644,-47720.643,25268.858,-25329.132,-0.022,0.900,-0.410,5.829,-11.810,-0.061,73.333,62.000,1.000
-47294.453,-11246.406,-42877.045,-18621.840,44276.653,-48131.277,26043.869,-25270.902,-0.019,0.898,-0.410,5.585,-12.146,-0.427,73.333,63.000,1.000
-46936.115,-11682.242,-45876.616,-21578.384,41056.154,-48005.995,25905.972,-24683.893,-0.018,0.896,-0.412,5.402,-12.329,-0.916,73.333,64.000,1.000
-46286.307,-12576.502,-49433.859,-24946.336,37235.110,-47720.331,25577.403,-24017.428,-0.018,0.894,-0.414,5.493,-12.451,-1.312,73.333,65.000,1.000
