EEG 1,EEG 2,EEG 3,EEG 4,EEG 5,EEG 6,EEG 7,EEG 8,Accelerometer X,Accelerometer Y,Accelerometer Z,Gyroscope X,Gyroscope Y,Gyroscope Z,Battery Level,Counter,Validation Indicator
-34.927,-2.477,-22.214,-4.425,-9.452,2.270,5.206,-5.690,0.009,0.982,-0.133,-0.031,-1.007,1.312,73.333,71001.000,1.000
-31.781,-1.017,-19.593,-3.470,-8.206,2.816,5.882,-4.657,0.006,0.981,-0.132,-0.061,-0.977,1.312,73.333,71002.000,1.000
-28.497,0.705,-16.858,-2.364,-6.588,4.232,6.927,-3.402,0.006,0.980,-0.131,-0.122,-0.916,1.343,73.333,71003.000,1.000
-25.653,2.432,-14.535,-1.184,-4.991,5.925,7.924,-2.275,0.007,0.981,-0.130,-0.183,-0.885,1.282,73.333,71004.000,1.000
-23.351,4.171,-12.713,0.043,-3.542,7.395,8.922,-1.342,0.008,0.979,-0.129,-0.183,-0.793,1.282,73.333,71005.000,1.000
-21.142,6.177,-10.989,1.453,-1.966,8.655,10.289,-0.249,0.007,0.980,-0.131,-0.183,-0.732,1.221,73.333,71006.000,1.000
-18.593,8.480,-8.959,3.184,-0.051,9.744,11.856,1.200,0.008,0.980,-0.131,-0.305,-0.702,1.190,73.333,71007.000,1.000
-15.909,10.587,-6.820,4.931,1.779,10.319,12.629,2.343,0.009,0.979,-0.130,-0.305,-0.763,1.282,73.333,71008.000,1.000
-13.864,11.715,-5.333,5.911,2.686,9.900,11.549,2.029,0.008,0.975,-0.135,-0.305,-0.671,1.343,73.333,71009.000,1.000
-13.161,11.418,-5.210,5.445,2.145,8.300,8.715,-0.163,0.008,0.975,-0.131,-0.275,-0.671,1.404,73.333,71010.000,1.000
-13.936,9.779,-6.630,3.509,0.310,5.666,5.310,-3.471,0.009,0.978,-0.132,-0.305,-0.732,1.373,73.333,71011.000,1.000
-15.679,7.249,-9.137,0.758,-2.180,2.390,2.603,-6.512,0.010,0.977,-0.131,-0.214,-0.549,1.373,73.333,71012.000,1.000
-17.610,4.441,-11.937,-1.920,-4.666,-1.036,1.261,-8.268,0.009,0.978,-0.133,-0.275,-0.458,1.282,73.333,71013.000,1.000
-19.078,1.892,-14.317,-3.876,-6.784,-4.201,0.766,-8.874,0.010,0.977,-0.131,-0.214,-0.427,1.221,73.333,71014.000,1.000
-19.836,-0.065,-15.960,-5.003,-8.529,-6.656,-0.143,-9.424,0.009,0.977,-0.130,-0.061,-0.305,1.221,73.333,71015.000,1.000
-19.966,-1.274,-16.890,-5.513,-9.869,-7.695,-1.832,-10.609,0.009,0.977,-0.130,-0.031,-0.397,1.221,73.333,71016.000,1.000
-19.527,-1.524,-17.107,-5.412,-10.386,-6.703,-3.077,-11.738,0.009,0.979,-0.130,0.000,-0.397,1.282,73.333,71017.000,1.000
-18.701,-0.836,-16.759,-4.733,-9.917,-4.150,-2.800,-11.853,0.008,0.981,-0.129,0.183,-0.305,1.312,73.333,71018.000,1.000
-18.052,0.112,-16.412,-4.039,-9.131,-1.712,-1.706,-11.292,0.009,0.980,-0.131,0.122,-0.214,1.221,73.333,71019.000,1.000
-18.257,0.457,-16.678,-4.121,-9.082,-1.025,-1.307,-11.319,0.007,0.981,-0.133,0.183,-0.244,1.221,73.333,71020.000,1.000
-19.578,-0.158,-17.725,-5.283,-10.378,-2.697,-2.483,-12.774,0.007,0.981,-0.132,0.183,-0.183,1.221,73.333,71021.000,1.000
-21.635,-1.379,-19.159,-7.083,-12.755,-6.054,-5.049,-15.423,0.009,0.981,-0.133,0.122,-0.275,1.282,73.333,71022.000,1.000
-23.735,-2.613,-20.449,-8.790,-15.389,-9.624,-7.826,-18.257,0.007,0.980,-0.133,0.153,-0.183,1.190,73.333,71023.000,1.000
-25.342,-3.584,-21.314,-9.920,-17.425,-12.072,-9.361,-20.131,0.007,0.982,-0.130,0.244,-0.214,1.160,73.333,71024.000,1.000
-26.292,-4.165,-21.673,-10.356,-18.335,-12.713,-8.802,-20.345,0.008,0.980,-0.128,0.275,-0.244,1.160,73.333,71025.000,1.000
-26.724,-4.152,-21.475,-10.239,-18.000,-11.521,-6.449,-19.078,0.008,0.980,-0.132,0.275,-0.275,1.221,73.333,71026.000,1.000
-26.707,-3.202,-20.510,-9.719,-16.433,-8.866,-3.296,-17.099,0.008,0.980,-0.131,0.214,-0.214,1.190,73.333,71027.000,1.000
-26.057,-0.966,-18.459,-8.791,-13.618,-5.273,-0.110,-15.042,0.006,0.980,-0.131,0.214,-0.275,1.190,73.333,71028.000,1.000
-24.584,2.427,-15.238,-7.350,-9.683,-1.317,2.847,-13.046,0.005,0.980,-0.131,0.275,-0.275,1.160,73.333,71029.000,1.000
-22.559,6.154,-11.383,-5.458,-5.297,2.250,5.605,-11.060,0.007,0.979,-0.132,0.397,-0.397,1.129,73.333,71030.000,1.000
-20.864,8.903,-8.076,-3.606,-1.748,4.257,7.624,-9.508,0.005,0.981,-0.134,0.336,-0.397,1.160,73.333,71031.000,1.000
-20.477,9.637,-6.515,-2.508,-0.274,3.688,7.616,-9.237,0.005,0.980,-0.132,0.397,-0.427,1.251,73.333,71032.000,1.000
-21.761,8.358,-7.150,-2.612,-1.158,0.713,4.846,-10.652,0.005,0.979,-0.132,0.336,-0.549,1.190,73.333,71033.000,1.000
-24.095,6.161,-9.297,-3.675,-3.348,-3.123,0.186,-13.052,0.004,0.981,-0.130,0.488,-0.610,1.160,73.333,71034.000,1.000
-26.289,4.637,-11.577,-4.899,-5.082,-5.678,-3.949,-14.898,0.006,0.980,-0.130,0.427,-0.732,1.221,73.333,71035.000,1.000
-27.555,4.760,-12.966,-5.611,-5.134,-5.397,-4.960,-14.906,0.006,0.982,-0.131,0.488,-0.763,1.221,73.333,71036.000,1.000
-28.018,6.284,-13.394,-5.736,-3.550,-2.221,-1.809,-12.885,0.006,0.984,-0.133,0.549,-0.763,1.129,73.333,71037.000,1.000
-28.499,8.009,-13.562,-5.748,-1.520,2.172,4.098,-9.840,0.004,0.979,-0.132,0.488,-0.763,1.251,73.333,71038.000,1.000
-29.865,8.478,-14.298,-6.210,-0.529,5.178,9.560,-7.395,0.006,0.980,-0.133,0.488,-0.763,1.251,73.333,71039.000,1.000
-32.420,6.893,-15.924,-7.321,-1.402,4.956,11.818,-6.764,0.006,0.979,-0.131,0.519,-0.824,1.160,73.333,71040.000,1.000
-35.728,3.515,-18.146,-8.870,-3.936,1.461,10.210,-8.093,0.004,0.976,-0.129,0.580,-0.946,1.251,73.333,71041.000,1.000
-38.938,-0.601,-20.381,-10.453,-7.216,-3.908,6.075,-10.540,0.005,0.977,-0.132,0.580,-0.916,1.068,73.333,71042.000,1.000
-41.381,-4.253,-22.224,-11.775,-10.317,-9.406,1.592,-12.939,0.007,0.975,-0.132,0.610,-1.007,1.221,73.333,71043.000,1.000
-42.795,-6.658,-23.587,-12.729,-12.691,-13.757,-1.576,-14.516,0.006,0.975,-0.135,0.671,-1.099,1.221,73.333,71044.000,1.000
-43.124,-7.467,-24.419,-13.224,-14.109,-16.211,-2.753,-15.108,0.008,0.977,-0.131,0.732,-1.160,1.434,73.333,71045.000,1.000
-42.374,-6.693,-24.538,-13.102,-14.507,-16.512,-2.217,-15.057,0.008,0.980,-0.133,0.793,-1.160,1.434,73.333,71046.000,1.000
-40.724,-4.748,-23.805,-12.358,-14.000,-15.001,-0.898,-14.994,0.008,0.981,-0.130,0.763,-1.099,1.373,73.333,71047.000,1.000
-38.720,-2.406,-22.429,-11.342,-12.932,-12.519,0.373,-15.437,0.008,0.981,-0.131,0.763,-1.099,1.526,73.333,71048.000,1.000
-37.044,-0.468,-20.831,-10.412,-11.585,-9.920,1.444,-16.196,0.006,0.980,-0.127,0.641,-1.129,1.495,73.333,71049.000,1.000
-36.136,0.669,-19.404,-9.623,-10.024,-7.728,2.746,-16.489,0.006,0.979,-0.129,0.702,-1.068,1.526,73.333,71050.000,1.000
-36.166,0.863,-18.611,-9.055,-8.453,-6.398,4.360,-16.047,0.004,0.978,-0.131,0.671,-1.068,1.434,73.333,71051.000,1.000
-37.052,0.132,-18.891,-9.071,-7.290,-6.270,5.639,-15.552,0.006,0.979,-0.132,0.580,-1.099,1.404,73.333,71052.000,1.000
-38.378,-1.119,-20.265,-9.978,-6.831,-7.060,5.936,-15.816,0.008,0.978,-0.132,0.549,-1.129,1.312,73.333,71053.000,1.000
-39.403,-2.213,-22.161,-11.553,-7.016,-7.969,5.061,-17.044,0.009,0.980,-0.129,0.549,-1.160,1.221,73.333,71054.000,1.000
