EEG 1,EEG 2,EEG 3,EEG 4,EEG 5,EEG 6,EEG 7,EEG 8,Accelerometer X,Accelerometer Y,Accelerometer Z,Gyroscope X,Gyroscope Y,Gyroscope Z,Battery Level,Counter,Validation Indicator
-11.325,-5.427,-8.590,-8.834,-3.939,2.967,1.805,0.817,-0.051,0.894,-0.380,-0.427,-1.373,0.854,73.333,229945.000,1.000
-9.758,-2.339,-6.832,-6.515,0.070,8.606,7.047,4.546,-0.050,0.895,-0.383,-0.458,-1.343,0.885,73.333,229946.000,1.000
-9.009,-0.267,-6.353,-5.658,1.742,11.193,8.308,4.067,-0.051,0.896,-0.383,-0.427,-1.404,0.763,73.333,229947.000,1.000
-8.897,0.716,-6.751,-5.928,1.474,10.923,6.539,0.693,-0.050,0.897,-0.382,-0.397,-1.312,0.610,73.333,229948.000,1.000
-8.755,1.162,-7.252,-6.190,0.684,9.240,4.146,-2.704,-0.050,0.897,-0.382,-0.458,-1.343,0.702,73.333,229949.000,1.000
-8.186,1.420,-7.309,-5.664,0.301,7.037,2.634,-4.018,-0.046,0.896,-0.384,-0.641,-1.282,0.671,73.333,229950.000,1.000
-7.331,1.463,-6.879,-4.402,0.411,4.548,2.111,-2.785,-0.047,0.896,-0.385,-0.549,-1.251,0.671,73.333,229951.000,1.000
-6.524,1.291,-6.220,-2.969,0.710,2.273,2.086,-0.047,-0.049,0.895,-0.385,-0.610,-1.373,0.641,73.333,229952.000,1.000
-5.930,1.110,-5.401,-1.912,0.896,1.011,2.176,2.434,-0.049,0.895,-0.380,-0.580,-1.373,0.671,73.333,229953.000,1.000
-5.549,1.112,-4.590,-1.461,0.859,1.085,2.195,3.437,-0.050,0.895,-0.381,-0.610,-1.282,0.610,73.333,229954.000,1.000
-5.314,1.298,-3.857,-1.397,0.743,2.061,2.312,3.081,-0.048,0.895,-0.382,-0.702,-1.221,0.549,73.333,229955.000,1.000
-5.157,1.494,-3.252,-1.344,0.749,3.166,2.712,2.255,-0.050,0.896,-0.379,-0.641,-1.221,0.519,73.333,229956.000,1.000
-4.955,1.563,-2.814,-1.043,1.016,3.936,3.414,1.829,-0.052,0.896,-0.384,-0.671,-1.282,0.488,73.333,229957.000,1.000
-4.458,1.563,-2.245,-0.317,1.670,4.422,4.529,2.414,-0.050,0.895,-0.383,-0.702,-1.312,0.488,73.333,229958.000,1.000
-3.495,1.501,-1.488,0.750,2.548,4.579,5.830,3.872,-0.052,0.894,-0.381,-0.702,-1.312,0.427,73.333,229959.000,1.000
-2.228,1.087,-0.788,1.670,2.997,3.784,6.487,5.098,-0.052,0.894,-0.384,-0.793,-1.221,0.397,73.333,229960.000,1.000
-1.163,-0.068,-0.635,1.712,2.284,1.337,5.464,4.673,-0.052,0.893,-0.384,-0.763,-1.282,0.336,73.333,229961.000,1.000
-0.857,-2.063,-1.378,0.427,0.286,-2.590,2.421,1.941,-0.052,0.894,-0.381,-0.763,-1.373,0.427,73.333,229962.000,1.000
-1.545,-4.468,-2.642,-1.829,-2.152,-6.473,-1.364,-2.100,-0.051,0.894,-0.383,-0.732,-1.434,0.305,73.333,229963.000,1.000
-2.920,-6.410,-3.687,-3.933,-3.571,-8.066,-3.403,-5.119,-0.049,0.893,-0.384,-0.671,-1.404,0.336,73.333,229964.000,1.000
-4.287,-7.063,-3.692,-4.631,-2.909,-6.016,-1.691,-5.055,-0.048,0.895,-0.383,-0.702,-1.404,0.397,73.333,229965.000,1.000
-5.155,-6.315,-2.518,-3.453,-0.358,-0.988,3.616,-1.718,-0.051,0.896,-0.381,-0.641,-1.526,0.366,73.333,229966.000,1.000
