EEG 1,EEG 2,EEG 3,EEG 4,EEG 5,EEG 6,EEG 7,EEG 8,Accelerometer X,Accelerometer Y,Accelerometer Z,Gyroscope X,Gyroscope Y,Gyroscope Z,Battery Level,Counter,Validation Indicator
170.282,-0.281,0.280,0.305,-4.364,-5.547,-0.529,-1.782,-0.037,0.872,-0.430,-0.610,-2.594,0.458,80.000,168905.000,1.000
45.148,-0.073,1.129,1.205,-4.307,-5.569,-0.545,-0.710,-0.039,0.873,-0.427,-0.641,-2.655,0.488,80.000,168906.000,1.000
-198.606,0.106,2.153,1.417,-4.642,-5.546,-1.044,-0.563,-0.039,0.873,-0.428,-0.641,-2.716,0.458,80.000,168907.000,1.000
-452.188,0.499,3.204,1.342,-5.029,-5.015,-1.713,-1.141,-0.038,0.871,-0.429,-0.641,-2.777,0.458,80.000,168908.000,1.000
-629.395,1.073,4.209,1.459,-5.143,-4.155,-2.634,-1.879,-0.037,0.873,-0.430,-0.641,-2.777,0.488,80.000,168909.000,1.000
-707.286,1.557,5.085,2.052,-4.750,-3.471,-4.015,-2.154,-0.036,0.873,-0.428,-0.610,-2.747,0.427,80.000,168910.000,1.000
-718.405,1.913,6.065,3.366,-3.420,-2.940,-5.281,-1.239,-0.038,0.872,-0.427,-0.519,-2.899,0.397,80.000,168911.000,1.000
-706.902,2.401,7.643,5.478,-0.749,-1.923,-5.196,1.239,-0.036,0.873,-0.430,-0.580,-2.899,0.366,80.000,168912.000,1.000
-692.619,3.299,9.792,7.977,3.168,0.164,-3.106,4.809,-0.036,0.872,-0.429,-0.549,-2.869,0.488,80.000,168913.000,1.000
-675.506,4.740,12.168,10.128,7.656,3.270,0.503,8.428,-0.035,0.874,-0.428,-0.549,-2.869,0.488,80.000,168914.000,1.000
-661.516,6.623,14.160,11.229,11.691,6.508,3.985,10.925,-0.036,0.874,-0.428,-0.458,-2.838,0.519,80.000,168915.000,1.000
-664.845,8.592,15.268,10.968,14.310,8.682,5.534,11.594,-0.033,0.875,-0.427,-0.549,-2.808,0.458,80.000,168916.000,1.000
-683.533,10.118,15.312,9.489,15.032,9.233,4.507,10.498,-0.032,0.877,-0.426,-0.580,-2.747,0.610,80.000,168917.000,1.000
-693.841,10.658,13.996,7.151,13.937,8.361,1.480,8.126,-0.031,0.875,-0.427,-0.610,-2.625,0.580,80.000,168918.000,1.000
-680.627,9.968,11.381,4.522,11.621,6.516,-2.153,5.244,-0.032,0.875,-0.427,-0.610,-2.594,0.732,80.000,168919.000,1.000
-659.448,8.365,7.932,2.333,9.097,4.358,-4.802,3.014,-0.031,0.875,-0.427,-0.610,-2.563,0.793,80.000,168920.000,1.000
-656.287,6.530,4.452,1.224,7.375,2.740,-5.357,2.530,-0.032,0.874,-0.431,-0.580,-2.533,0.702,80.000,168921.000,1.000
-673.863,4.957,1.725,1.294,6.758,2.075,-4.074,3.632,-0.034,0.876,-0.430,-0.610,-2.472,0.824,80.000,168922.000,1.000
-687.874,3.638,-0.110,2.001,6.730,2.052,-2.659,4.701,-0.032,0.878,-0.431,-0.671,-2.411,0.854,80.000,168923.000,1.000
-675.221,2.301,-1.098,2.739,6.677,2.179,-2.556,4.370,-0.033,0.875,-0.428,-0.702,-2.411,0.793,80.000,168924.000,1.000
-642.655,0.764,-1.504,3.204,6.393,2.116,-3.912,2.814,-0.032,0.875,-0.427,-0.732,-2.411,0.793,80.000,168925.000,1.000
-626.829,-0.888,-1.637,3.347,5.955,1.572,-5.924,1.210,-0.033,0.874,-0.427,-0.763,-2.289,0.885,80.000,168926.000,1.000
-665.323,-2.357,-1.592,3.110,5.365,0.403,-7.733,0.238,-0.031,0.875,-0.430,-0.732,-2.228,0.885,80.000,168927.000,1.000
-765.374,-3.346,-1.579,2.280,4.410,-1.174,-9.093,-0.589,-0.034,0.873,-0.425,-0.824,-2.136,0.977,80.000,168928.000,1.000
-897.890,-3.666,-1.562,0.812,3.006,-2.593,-9.924,-1.908,-0.034,0.873,-0.425,-0.763,-2.136,1.038,80.000,168929.000,1.000
-1018.199,-3.269,-1.491,-0.985,1.569,-3.164,-10.044,-3.540,-0.035,0.875,-0.428,-0.732,-2.106,0.977,80.000,168930.000,1.000
-1091.023,-2.399,-1.457,-2.661,0.740,-2.522,-9.405,-4.838,-0.037,0.875,-0.427,-0.702,-2.106,1.068,80.000,168931.000,1.000
-1104.914,-1.705,-1.640,-3.956,0.672,-1.305,-8.615,-5.546,-0.039,0.875,-0.428,-0.732,-2.167,0.977,80.000,168932.000,1.000
-1077.184,-1.868,-2.356,-4.832,0.852,-0.959,-8.922,-6.019,-0.038,0.876,-0.427,-0.671,-2.228,0.946,80.000,168933.000,1.000
-1042.785,-2.898,-3.299,-5.141,0.854,-2.150,-10.750,-6.578,-0.039,0.876,-0.428,-0.763,-2.319,0.916,80.000,168934.000,1.000
-1026.193,-4.040,-3.802,-4.627,0.948,-3.853,-12.993,-6.978,-0.038,0.876,-0.430,-0.824,-2.197,0.732,80.000,168935.000,1.000
-1024.307,-4.435,-3.385,-3.226,1.779,-4.402,-13.833,-6.448,-0.038,0.876,-0.429,-0.793,-2.228,0.702,80.000,168936.000,1.000
-1015.823,-3.732,-2.059,-1.292,3.663,-2.937,-12.112,-4.318,-0.038,0.876,-0.428,-0.824,-2.350,0.671,80.000,168937.000,1.000
-978.521,-2.191,-0.570,0.487,6.252,0.005,-8.285,-0.774,-0.037,0.875,-0.430,-0.885,-2.228,0.671,80.000,168938.000,1.000
