EEG 1,EEG 2,EEG 3,EEG 4,EEG 5,EEG 6,EEG 7,EEG 8,Accelerometer X,Accelerometer Y,Accelerometer Z,Gyroscope X,Gyroscope Y,Gyroscope Z,Battery Level,Counter,Validation Indicator
-0.029,2.114,-5.956,-6.228,-16.891,-16.430,-12.771,-10.399,-0.005,0.983,-0.114,-0.580,0.031,1.648,73.333,168033.000,1.000
0.516,3.444,-4.895,-5.255,-15.141,-16.639,-13.959,-9.309,-0.008,0.981,-0.114,-0.671,-0.061,1.770,73.333,168034.000,1.000
2.072,6.132,-2.880,-3.281,-11.866,-15.937,-13.298,-6.254,-0.010,0.980,-0.117,-0.610,-0.031,1.648,73.333,168035.000,1.000
3.977,8.991,-0.725,-0.844,-8.140,-15.269,-11.021,-2.304,-0.012,0.979,-0.115,-0.732,-0.183,1.434,73.333,168036.000,1.000
5.397,10.551,0.465,1.136,-5.627,-15.881,-9.268,0.160,-0.014,0.979,-0.118,-0.580,-0.275,1.434,73.333,168037.000,1.000
5.573,9.747,-0.217,1.632,-5.728,-18.492,-10.429,-1.152,-0.012,0.978,-0.116,-0.519,-0.366,1.251,73.333,168038.000,1.000
4.659,7.034,-2.364,0.550,-8.103,-22.104,-14.520,-5.947,-0.009,0.980,-0.114,-0.336,-0.366,1.190,73.333,168039.000,1.000
3.857,4.369,-4.194,-1.040,-10.677,-24.381,-19.080,-11.354,-0.010,0.981,-0.113,-0.153,-0.519,1.068,73.333,168040.000,1.000
4.301,3.630,-4.056,-1.986,-11.368,-23.582,-21.204,-14.380,-0.008,0.981,-0.115,-0.153,-0.641,0.946,73.333,168041.000,1.000
6.046,5.079,-1.819,-2.060,-9.559,-19.994,-19.657,-13.760,-0.007,0.984,-0.116,-0.092,-0.702,0.977,73.333,168042.000,1.000
7.999,7.363,1.008,-2.083,-6.446,-15.663,-15.419,-10.202,-0.006,0.986,-0.119,-0.153,-0.671,0.916,73.333,168043.000,1.000
9.078,8.929,2.722,-2.916,-3.867,-12.715,-10.859,-5.507,-0.005,0.983,-0.117,-0.153,-0.763,0.824,73.333,168044.000,1.000
9.124,9.210,2.747,-4.554,-2.966,-11.999,-8.249,-1.481,-0.005,0.986,-0.115,-0.183,-0.763,0.977,73.333,168045.000,1.000
8.514,8.463,1.416,-6.395,-3.991,-13.224,-8.557,0.756,-0.005,0.985,-0.115,-0.122,-0.702,0.946,73.333,168046.000,1.000
7.822,7.344,-0.449,-7.643,-6.221,-15.338,-10.877,1.446,-0.005,0.983,-0.112,-0.092,-0.824,1.129,73.333,168047.000,1.000
7.721,6.901,-1.721,-7.562,-8.153,-16.735,-12.769,2.048,-0.006,0.982,-0.115,-0.061,-0.824,1.251,73.333,168048.000,1.000
8.668,8.035,-1.480,-5.857,-8.429,-16.214,-12.421,3.809,-0.006,0.982,-0.112,-0.031,-0.763,1.160,73.333,168049.000,1.000
10.416,10.616,0.250,-3.026,-6.979,-14.123,-10.462,6.395,-0.006,0.982,-0.113,0.122,-0.763,1.129,73.333,168050.000,1.000
