EEG 1,EEG 2,EEG 3,EEG 4,EEG 5,EEG 6,EEG 7,EEG 8,Accelerometer X,Accelerometer Y,Accelerometer Z,Gyroscope X,Gyroscope Y,Gyroscope Z,Battery Level,Counter,Validation Indicator
4899.787,1037.269,-9519.052,-8821.647,49888.277,4421.699,-2115.245,1323.188,-0.260,0.989,0.101,0.000,0.000,0.000,73.333,1.000,1.000
34552.563,6536.205,-19125.630,-60746.906,77115.835,35638.597,-15688.764,7399.681,-0.272,0.989,0.095,0.000,0.000,0.000,73.333,2.000,1.000
111683.654,18230.598,-47257.036,-202475.742,151685.714,120907.325,-52456.045,22464.004,-0.278,0.985,0.092,0.000,0.000,0.000,73.333,3.000,1.000
233371.843,37930.977,-96679.641,-433662.476,277211.084,262173.326,-112576.127,49506.001,-0.284,0.980,0.094,0.000,0.000,0.000,73.333,4.000,1.000
368199.802,77685.243,-150861.692,-669078.289,425911.871,418615.876,-177321.568,93853.550,-0.289,0.976,0.094,0.000,0.000,0.000,73.333,5.000,1.000
483217.431,156520.039,-179178.553,-777598.061,557057.360,529641.419,-217459.362,158304.929,-0.292,0.969,0.098,-8.118,4.761,-1.068,73.333,6.000,1.000
560353.782,278628.812,-156182.189,-672447.121,638795.473,556612.608,-207110.033,235044.170,-0.292,0.965,0.094,-27.588,16.632,-6.104,73.333,7.000,1.000
596263.772,422712.195,-77568.505,-373165.559,660252.929,510555.649,-135497.827,314688.548,-0.292,0.961,0.098,-32.959,19.928,-7.935,73.333,8.000,1.000
601291.686,554043.926,37464.126,7938.677,634911.660,443642.502,-10437.368,396275.162,-0.289,0.960,0.104,-35.309,21.088,-8.606,73.333,9.000,1.000
594694.948,642462.431,156450.108,331403.666,592588.583,412533.638,148360.304,478368.736,-0.289,0.957,0.108,-36.652,21.423,-9.003,73.333,10.000,1.000
590720.335,674532.785,251141.604,504962.645,561114.951,443418.824,316426.907,551158.763,-0.292,0.956,0.118,-37.628,21.362,-9.186,73.333,11.000,1.000
586710.068,657409.043,311594.122,527034.193,550595.480,519797.407,468019.514,601300.678,-0.297,0.952,0.131,-38.666,21.088,-9.064,73.333,12.000,1.000
567062.186,611031.054,346061.501,469872.627,553520.554,597865.843,582167.213,616244.668,-0.302,0.940,0.146,-39.825,20.752,-8.972,73.333,13.000,1.000
519726.687,552757.522,368552.375,416409.125,558230.931,638589.168,648715.253,586586.847,-0.309,0.926,0.156,-41.077,20.294,-8.759,73.333,14.000,1.000
446991.610,488009.454,386654.375,403991.714,560193.450,630320.375,668186.168,512540.122,-0.317,0.907,0.167,-42.084,19.653,-8.636,73.333,15.000,1.000
360690.221,413808.784,399145.947,418536.033,561083.365,584759.547,648439.720,408720.146,-0.326,0.893,0.179,-42.572,18.951,-8.545,73.333,16.000,1.000
272471.713,329832.771,402526.629,432270.177,561457.589,517698.499,602059.732,299537.580,-0.329,0.884,0.184,-42.603,17.944,-8.850,73.333,17.000,1.000
191896.865,246028.084,397962.669,437462.990,558525.418,437649.596,543534.909,207866.443,-0.332,0.880,0.196,-42.267,16.785,-9.033,73.333,18.000,1.000
129127.345,178433.569,391203.550,443322.014,550906.764,350826.579,484470.013,145623.723,-0.331,0.874,0.211,-42.023,15.594,-9.155,73.333,19.000,1.000
92278.570,136905.042,386834.582,452645.132,542107.330,270348.177,429635.813,112055.188,-0.327,0.871,0.226,-41.748,14.465,-9.186,73.333,20.000,1.000
80350.708,118133.923,384585.650,454787.260,537087.120,213350.671,379187.198,98832.886,-0.310,0.866,0.250,-40.955,13.031,-9.003,73.333,21.000,1.000
