EEG 1,EEG 2,EEG 3,EEG 4,EEG 5,EEG 6,EEG 7,EEG 8,Accelerometer X,Accelerometer Y,Accelerometer Z,Gyroscope X,Gyroscope Y,Gyroscope Z,Battery Level,Counter,Validation Indicator
5058.150,1964.070,-4389.873,-9816.783,3111.552,3668.964,-2197.449,1942.527,-0.177,0.962,0.101,0.000,0.000,0.000,73.333,1.000,1.000
35236.835,12579.937,-12716.586,-63830.666,31843.885,28103.997,-12900.862,13142.039,-0.186,0.975,0.091,0.000,0.000,0.000,73.333,2.000,1.000
115492.604,36244.818,-37624.996,-211330.803,110308.428,99268.347,-42259.437,41555.650,-0.187,0.978,0.087,0.000,0.000,0.000,73.333,3.000,1.000
245340.119,69125.426,-82104.829,-452793.901,242213.894,226358.481,-91867.068,88418.583,-0.188,0.981,0.087,0.000,0.000,0.000,73.333,4.000,1.000
392534.751,110333.721,-131622.850,-702422.432,398202.434,380341.046,-149232.657,150095.031,-0.192,0.982,0.085,0.000,0.000,0.000,73.333,5.000,1.000
518857.454,171495.533,-157628.243,-826692.263,535423.148,502523.988,-190577.662,220718.084,-0.190,0.983,0.086,-4.700,2.930,1.007,73.333,6.000,1.000
600052.517,263421.079,-135654.538,-733983.345,620648.980,539967.542,-188322.270,290633.425,-0.190,0.983,0.086,-3.540,1.587,1.343,73.333,7.000,1.000
630115.084,380033.425,-61199.669,-439315.035,642792.249,489315.913,-121920.480,354295.918,-0.191,0.981,0.088,-1.526,0.366,1.312,73.333,8.000,1.000
621684.524,499662.978,48477.520,-54346.159,616154.514,406004.736,13046.023,416845.624,-0.192,0.980,0.087,-0.732,-0.183,1.190,73.333,9.000,1.000
599640.920,596489.366,164049.716,278399.829,571975.303,360348.176,199054.133,483349.918,-0.193,0.980,0.085,-0.458,-0.397,1.099,73.333,10.000,1.000
584268.219,651083.438,259226.169,462146.469,539297.291,388605.184,396878.002,548006.025,-0.192,0.980,0.087,-0.336,-0.549,1.129,73.333,11.000,1.000
576319.139,657031.250,323477.972,491372.594,528520.206,478270.687,560987.547,596277.101,-0.192,0.979,0.088,-0.183,-0.641,1.221,73.333,12.000,1.000
559253.475,621451.421,362858.343,436532.502,531611.628,581054.202,661568.242,611088.283,-0.193,0.977,0.087,-0.244,-0.641,1.282,73.333,13.000,1.000
516915.045,558718.261,389203.877,381415.472,536332.092,641964.145,693737.209,580106.768,-0.193,0.977,0.086,-0.122,-0.824,1.221,73.333,14.000,1.000
447713.995,481881.856,409025.160,365807.113,538063.875,631584.743,671255.773,504259.357,-0.194,0.978,0.085,-0.031,-0.916,1.221,73.333,15.000,1.000
362309.487,397863.994,421308.159,377835.405,538721.799,559430.921,614694.296,399977.114,-0.192,0.976,0.087,0.122,-0.946,1.129,73.333,16.000,1.000
273340.226,310376.762,423509.425,390606.009,538939.692,457858.171,542611.457,291611.994,-0.193,0.976,0.089,0.275,-1.068,1.160,73.333,17.000,1.000
191408.510,227202.454,417740.760,396087.922,535734.252,354896.661,467936.436,200404.902,-0.194,0.975,0.089,0.305,-1.129,1.221,73.333,18.000,1.000
126846.612,161301.891,410235.092,402843.322,527601.151,263783.099,397690.811,137505.823,-0.194,0.975,0.082,0.366,-1.160,1.099,73.333,19.000,1.000
87857.621,121975.236,405618.416,413230.711,518226.071,191819.459,335293.685,103192.094,-0.193,0.976,0.081,0.427,-1.160,1.038,73.333,20.000,1.000
74189.423,106363.662,403464.963,416343.991,512844.042,147512.812,284106.830,90313.727,-0.192,0.976,0.083,0.458,-1.221,1.068,73.333,21.000,1.000
75289.768,102186.163,400886.195,404283.213,512139.191,133715.850,247954.389,88917.616,-0.192,0.975,0.082,0.641,-1.312,0.977,73.333,22.000,1.000
77621.127,98609.255,397043.722,385700.178,511877.341,138823.227,227225.621,89984.336,-0.192,0.977,0.083,0.671,-1.343,0.946,73.333,23.000,1.000
74181.650,92862.706,393787.008,376601.099,508443.730,142630.206,215993.045,87735.750,-0.192,0.977,0.082,0.702,-1.465,0.885,73.333,24.000,1.000
66493.267,86964.923,392436.378,381161.101,502834.535,133102.844,205433.496,80521.302,-0.191,0.978,0.083,0.824,-1.526,0.824,73.333,25.000,1.000
