EEG 1,EEG 2,EEG 3,EEG 4,EEG 5,EEG 6,EEG 7,EEG 8,Accelerometer X,Accelerometer Y,Accelerometer Z,Gyroscope X,Gyroscope Y,Gyroscope Z,Battery Level,Counter,Validation Indicator
-5033.862,-4638.046,-5009.891,-3112.219,-3871.746,5186.446,-3610.752,5185.594,-0.032,0.952,-0.243,0.000,0.000,0.000,80.000,1.000,1.000
-37501.935,-35543.482,-36362.632,-23785.266,-25260.969,36182.756,-21630.657,36155.513,-0.039,0.959,-0.251,0.000,0.000,0.000,80.000,2.000,1.000
-133238.120,-127822.021,-125337.215,-88890.606,-85055.251,120802.360,-58347.331,120686.452,-0.039,0.957,-0.256,0.000,0.000,0.000,80.000,3.000,1.000
-307979.284,-293923.180,-279263.686,-218640.105,-184805.827,263202.054,-95890.210,261644.527,-0.038,0.959,-0.257,0.000,0.000,0.000,80.000,4.000,1.000
-532987.826,-490709.657,-463585.999,-405337.840,-292858.225,432192.827,-110947.589,422016.215,-0.038,0.958,-0.257,-0.336,0.336,0.397,80.000,5.000,1.000
-750183.236,-635998.374,-621030.101,-606179.538,-362034.660,581776.832,-107599.587,545244.333,-0.037,0.963,-0.261,-3.784,3.906,5.035,80.000,6.000,1.000
-904480.117,-661147.042,-697373.651,-749760.883,-359986.685,675405.195,-126515.208,586675.987,-0.037,0.965,-0.262,-1.831,1.801,2.625,80.000,7.000,1.000
-958585.539,-550526.914,-661448.121,-762561.968,-286328.377,700060.825,-215450.133,535484.730,-0.041,0.969,-0.261,-0.427,0.610,1.251,80.000,8.000,1.000
-882491.739,-342286.288,-522960.142,-612100.380,-169748.398,670729.184,-382163.547,419407.520,-0.041,0.971,-0.264,0.000,0.000,0.610,80.000,9.000,1.000
-656544.286,-102133.530,-330909.267,-333967.047,-52080.502,621378.622,-577343.411,288950.962,-0.041,0.971,-0.266,0.183,-0.153,0.305,80.000,10.000,1.000
-304900.268,108598.643,-145396.317,-15416.890,31952.997,582973.329,-721885.754,188107.796,-0.042,0.970,-0.265,0.122,-0.122,0.336,80.000,11.000,1.000
96760.500,258369.176,-6979.322,252184.715,70700.802,562513.140,-751408.532,131596.772,-0.041,0.971,-0.264,0.153,-0.244,0.305,80.000,12.000,1.000
458183.331,354495.352,73351.016,416277.003,76375.080,542244.233,-652661.745,105617.420,-0.041,0.970,-0.266,0.122,-0.214,0.244,80.000,13.000,1.000
708798.397,426043.786,104988.810,476590.308,69263.287,500533.115,-472608.988,88126.116,-0.044,0.972,-0.265,0.000,-0.183,0.214,80.000,14.000,1.000
814602.593,491978.223,104055.945,469286.390,61124.046,431763.964,-289603.901,67866.433,-0.045,0.972,-0.261,-0.092,-0.305,0.183,80.000,15.000,1.000
790194.374,548452.815,86157.728,438887.831,53271.883,346806.710,-164224.999,46493.890,-0.048,0.973,-0.260,-0.122,-0.427,-0.092,80.000,16.000,1.000
693573.488,585680.203,65424.298,415766.179,45815.659,260790.977,-108685.594,28061.259,-0.049,0.974,-0.260,-0.275,-0.610,-0.244,80.000,17.000,1.000
591668.071,605288.906,53072.187,408711.427,42745.854,184566.030,-97303.970,11673.870,-0.049,0.972,-0.259,-0.458,-0.793,-0.397,80.000,18.000,1.000
519928.707,615856.820,53195.786,412200.251,46982.309,124681.854,-100194.140,-5245.680,-0.052,0.972,-0.259,-0.488,-1.007,-0.610,80.000,19.000,1.000
472437.942,619707.011,61117.535,418510.706,54714.106,85106.366,-104156.397,-20806.112,-0.053,0.971,-0.258,-0.488,-1.190,-0.702,80.000,20.000,1.000
428289.033,612752.318,68412.558,423850.805,58545.854,65539.242,-107365.894,-29678.851,-0.051,0.971,-0.257,-0.549,-1.312,-0.732,80.000,21.000,1.000
382271.510,595964.014,70448.246,426855.193,55775.729,59702.085,-106184.194,-29887.646,-0.051,0.970,-0.260,-0.580,-1.495,-0.793,80.000,22.000,1.000
