EEG 1,EEG 2,EEG 3,EEG 4,EEG 5,EEG 6,EEG 7,EEG 8,Accelerometer X,Accelerometer Y,Accelerometer Z,Gyroscope X,Gyroscope Y,Gyroscope Z,Battery Level,Counter,Validation Indicator
-6.141,-0.261,5.862,1.583,1.921,-2.980,-3.124,-1.212,0.013,0.984,-0.097,0.641,-0.061,1.282,66.667,643209.000,1.000
-4.616,-1.784,5.097,0.900,-1.294,-8.404,-8.376,-4.083,0.013,0.987,-0.098,0.549,-0.092,1.282,66.667,643210.000,1.000
-3.312,-2.966,3.699,0.116,-4.427,-12.515,-11.805,-5.729,0.011,0.988,-0.097,0.427,0.061,1.373,66.667,643211.000,1.000
-2.729,-3.755,1.390,-0.958,-7.178,-14.163,-12.200,-6.312,0.010,0.989,-0.096,0.458,0.153,1.404,66.667,643212.000,1.000
-3.135,-4.297,-1.983,-2.590,-9.530,-13.087,-9.886,-6.625,0.010,0.991,-0.093,0.336,0.122,1.373,66.667,643213.000,1.000
-4.370,-4.938,-6.276,-4.869,-11.682,-10.394,-6.743,-7.175,0.006,0.992,-0.092,0.122,0.000,1.404,66.667,643214.000,1.000
-5.865,-5.953,-10.876,-7.468,-13.684,-7.878,-4.602,-7.598,0.007,0.993,-0.094,-0.031,0.031,1.404,66.667,643215.000,1.000
-7.058,-7.328,-14.897,-9.915,-15.363,-6.633,-4.000,-7.473,0.006,0.990,-0.094,-0.214,-0.122,1.434,66.667,643216.000,1.000
-7.790,-8.861,-17.662,-12.042,-16.558,-6.538,-4.521,-7.295,0.006,0.987,-0.094,-0.366,-0.153,1.404,66.667,643217.000,1.000
-8.330,-10.465,-19.008,-13.997,-17.278,-7.030,-5.593,-8.046,0.007,0.983,-0.095,-0.580,-0.183,1.526,66.667,643218.000,1.000
-9.072,-12.213,-19.152,-15.803,-17.537,-7.820,-6.735,-9.996,0.010,0.980,-0.096,-0.610,-0.336,1.526,66.667,643219.000,1.000
-10.144,-13.960,-18.271,-16.998,-17.042,-8.570,-7.334,-12.189,0.012,0.980,-0.097,-0.549,-0.427,1.465,66.667,643220.000,1.000
