EEG 1,EEG 2,EEG 3,EEG 4,EEG 5,EEG 6,EEG 7,EEG 8,Accelerometer X,Accelerometer Y,Accelerometer Z,Gyroscope X,Gyroscope Y,Gyroscope Z,Battery Level,Counter,Validation Indicator
10.299,9.353,12.390,10.636,10.412,13.121,2.527,2.990,0.019,0.983,-0.102,0.763,-0.793,0.580,66.667,561873.000,1.000
8.363,8.057,9.985,8.149,7.225,11.185,-0.365,0.615,0.019,0.982,-0.100,0.732,-0.916,0.580,66.667,561874.000,1.000
6.137,5.882,7.028,5.233,4.115,8.687,-2.319,-1.456,0.019,0.983,-0.101,0.793,-0.916,0.580,66.667,561875.000,1.000
4.599,3.982,4.781,3.240,2.642,6.900,-1.226,-1.186,0.016,0.981,-0.102,0.732,-0.977,0.580,66.667,561876.000,1.000
4.102,2.911,3.720,2.576,3.099,6.115,2.475,1.320,0.016,0.983,-0.102,0.763,-0.916,0.549,66.667,561877.000,1.000
4.140,2.230,3.214,2.445,4.245,5.349,5.692,3.863,0.016,0.985,-0.100,0.763,-1.007,0.549,66.667,561878.000,1.000
3.795,0.945,2.180,1.650,4.263,3.142,5.168,3.928,0.017,0.984,-0.102,0.671,-1.068,0.671,66.667,561879.000,1.000
2.556,-1.519,0.125,-0.299,2.220,-1.092,0.120,0.632,0.015,0.983,-0.101,0.610,-1.160,0.732,66.667,561880.000,1.000
0.972,-4.470,-2.237,-2.563,-0.989,-6.066,-7.023,-4.289,0.014,0.984,-0.101,0.580,-1.221,0.732,66.667,561881.000,1.000
0.333,-6.287,-3.491,-3.566,-3.209,-9.180,-12.173,-7.521,0.015,0.983,-0.101,0.580,-1.343,0.885,66.667,561882.000,1.000
1.473,-5.734,-2.764,-2.355,-2.694,-8.286,-12.017,-6.444,0.016,0.983,-0.102,0.580,-1.404,0.854,66.667,561883.000,1.000
3.997,-2.963,-0.464,0.595,0.620,-3.172,-5.818,-0.779,0.016,0.984,-0.102,0.610,-1.465,0.854,66.667,561884.000,1.000
6.543,0.510,1.973,3.692,4.967,3.971,3.811,7.046,0.015,0.984,-0.100,0.519,-1.526,0.854,66.667,561885.000,1.000
7.626,2.551,2.879,5.126,7.600,9.242,11.716,12.851,0.018,0.983,-0.102,0.427,-1.526,1.007,66.667,561886.000,1.000
6.466,1.506,1.255,3.889,6.438,9.038,13.013,13.142,0.019,0.983,-0.105,0.458,-1.465,1.068,66.667,561887.000,1.000
3.432,-2.733,-2.554,0.463,1.623,2.564,6.388,7.633,0.020,0.983,-0.107,0.397,-1.526,0.977,66.667,561888.000,1.000
-0.257,-8.573,-7.021,-3.470,-4.515,-7.338,-4.748,-0.529,0.020,0.983,-0.106,0.366,-1.556,1.099,66.667,561889.000,1.000
-3.345,-13.702,-10.470,-6.208,-9.222,-16.228,-14.495,-7.061,0.023,0.984,-0.102,0.366,-1.495,1.160,66.667,561890.000,1.000
-5.042,-16.317,-11.990,-7.029,-11.096,-21.109,-18.561,-9.345,0.024,0.983,-0.103,0.336,-1.526,1.160,66.667,561891.000,1.000
-4.990,-15.775,-11.471,-6.151,-10.267,-21.478,-16.471,-7.318,0.022,0.984,-0.103,0.244,-1.434,1.190,66.667,561892.000,1.000
-3.193,-12.662,-9.244,-4.127,-7.536,-18.471,-10.633,-2.540,0.022,0.981,-0.104,0.183,-1.434,1.251,66.667,561893.000,1.000
-0.143,-8.464,-6.052,-1.666,-4.031,-14.136,-4.739,2.461,0.023,0.982,-0.104,0.153,-1.282,1.373,66.667,561894.000,1.000
3.127,-4.893,-3.063,0.319,-1.161,-10.722,-2.126,4.921,0.022,0.983,-0.105,0.183,-1.190,1.312,66.667,561895.000,1.000
5.419,-3.061,-1.379,1.110,0.036,-9.403,-3.740,3.672,0.024,0.984,-0.105,0.092,-1.099,1.282,66.667,561896.000,1.000
5.976,-3.100,-1.406,0.649,-0.478,-9.795,-7.736,-0.017,0.023,0.982,-0.100,0.092,-1.038,1.343,66.667,561897.000,1.000
4.867,-4.384,-2.690,-0.512,-1.892,-10.768,-11.350,-3.733,0.023,0.980,-0.102,0.153,-0.885,1.373,66.667,561898.000,1.000
2.980,-5.900,-4.207,-1.595,-3.136,-11.355,-12.874,-5.637,0.022,0.980,-0.101,0.214,-0.916,1.404,66.667,561899.000,1.000
1.504,-6.639,-4.919,-1.975,-3.329,-10.976,-11.830,-4.985,0.023,0.983,-0.104,0.244,-0.763,1.465,66.667,561900.000,1.000
1.173,-6.044,-4.364,-1.445,-2.013,-9.244,-7.935,-1.689,0.024,0.983,-0.102,0.214,-0.641,1.465,66.667,561901.000,1.000
1.860,-4.344,-2.952,-0.350,0.514,-6.229,-1.528,3.533,0.024,0.983,-0.101,0.214,-0.549,1.434,66.667,561902.000,1.000
2.763,-2.486,-1.742,0.474,2.983,-3.093,4.826,8.451,0.025,0.981,-0.101,0.153,-0.488,1.526,66.667,561903.000,1.000
3.014,-1.455,-1.659,0.249,3.965,-1.459,7.612,10.516,0.024,0.982,-0.105,0.183,-0.427,1.434,66.667,561904.000,1.000
2.318,-1.445,-2.677,-1.011,3.238,-1.767,5.984,9.477,0.023,0.982,-0.106,0.153,-0.244,1.526,66.667,561905.000,1.000
1.025,-1.826,-3.952,-2.557,1.770,-2.932,2.288,7.280,0.024,0.982,-0.105,0.214,-0.214,1.587,66.667,561906.000,1.000
-0.382,-1.991,-4.810,-3.747,0.373,-3.696,-0.862,5.298,0.024,0.981,-0.104,0.275,-0.244,1.373,66.667,561907.000,1.000
-1.667,-1.967,-5.298,-4.514,-0.958,-3.730,-2.482,3.327,0.024,0.983,-0.103,0.244,-0.183,1.282,66.667,561908.000,1.000
-2.768,-2.216,-5.859,-5.082,-2.592,-3.675,-3.117,0.824,0.021,0.983,-0.104,0.275,-0.153,1.282,66.667,561909.000,1.000
-3.682,-3.203,-6.867,-5.637,-4.814,-4.554,-4.274,-2.386,0.022,0.983,-0.105,0.244,-0.092,1.221,66.667,561910.000,1.000
-4.389,-4.990,-8.339,-6.139,-7.523,-6.762,-7.073,-5.940,0.022,0.983,-0.104,0.153,-0.031,1.221,66.667,561911.000,1.000
-4.585,-6.874,-9.645,-6.092,-9.809,-9.180,-10.611,-8.516,0.021,0.984,-0.102,0.214,-0.031,1.160,66.667,561912.000,1.000
-3.677,-7.590,-9.663,-4.760,-10.272,-9.748,-12.425,-8.345,0.021,0.984,-0.102,0.214,-0.031,1.190,66.667,561913.000,1.000
-1.457,-6.424,-7.812,-2.047,-8.382,-7.518,-10.999,-5.028,0.020,0.984,-0.104,0.244,-0.061,1.160,66.667,561914.000,1.000
1.332,-4.139,-4.884,0.966,-5.338,-3.923,-7.487,-0.530,0.021,0.984,-0.101,0.183,-0.183,1.160,66.667,561915.000,1.000
3.396,-2.477,-2.519,2.771,-3.163,-1.651,-4.706,2.299,0.020,0.984,-0.102,0.305,-0.244,1.221,66.667,561916.000,1.000
3.842,-2.659,-1.858,2.703,-3.018,-2.345,-4.453,2.207,0.019,0.984,-0.102,0.244,-0.244,1.099,66.667,561917.000,1.000
2.706,-4.477,-2.892,1.321,-4.579,-5.418,-6.084,0.123,0.019,0.986,-0.103,0.183,-0.214,1.007,66.667,561918.000,1.000
0.769,-6.730,-4.785,-0.174,-6.616,-8.707,-7.373,-2.007,0.021,0.985,-0.104,0.214,-0.305,1.129,66.667,561919.000,1.000
