EEG 1,EEG 2,EEG 3,EEG 4,EEG 5,EEG 6,EEG 7,EEG 8,Accelerometer X,Accelerometer Y,Accelerometer Z,Gyroscope X,Gyroscope Y,Gyroscope Z,Battery Level,Counter,Validation Indicator
-13.971,-5.362,-13.729,-5.728,-5.840,-2.617,-2.000,-1.012,-0.004,0.975,-0.141,0.366,-0.793,0.214,66.667,712241.000,1.000
-15.563,-5.790,-14.355,-4.942,-6.239,-3.636,-3.791,-3.182,-0.004,0.977,-0.143,0.458,-0.824,0.153,66.667,712242.000,1.000
-16.259,-6.009,-14.529,-4.022,-6.542,-3.170,-3.190,-3.735,-0.006,0.979,-0.145,0.336,-0.854,0.092,66.667,712243.000,1.000
-16.123,-6.390,-14.158,-3.317,-6.879,-2.298,-1.244,-3.058,-0.006,0.979,-0.145,0.336,-0.885,0.061,66.667,712244.000,1.000
-15.259,-7.022,-13.158,-2.986,-7.214,-1.998,0.744,-2.017,-0.006,0.978,-0.146,0.244,-0.854,0.183,66.667,712245.000,1.000
-13.757,-7.532,-11.448,-2.810,-7.166,-2.035,2.546,-1.153,-0.005,0.977,-0.144,0.122,-0.916,0.275,66.667,712246.000,1.000
-11.945,-7.528,-9.234,-2.565,-6.517,-1.563,4.520,-0.863,-0.006,0.976,-0.144,0.092,-0.946,0.305,66.667,712247.000,1.000
-10.303,-7.056,-7.059,-2.318,-5.777,-0.681,6.205,-1.710,-0.006,0.974,-0.144,0.122,-1.068,0.366,66.667,712248.000,1.000
-9.130,-6.485,-5.443,-2.218,-5.874,-0.546,6.280,-3.982,-0.007,0.974,-0.146,0.153,-0.977,0.275,66.667,712249.000,1.000
-8.539,-6.237,-4.662,-2.339,-7.392,-2.115,3.607,-7.353,-0.008,0.974,-0.145,0.183,-1.038,0.244,66.667,712250.000,1.000
-8.745,-6.753,-4.914,-2.835,-10.322,-5.602,-1.991,-11.252,-0.007,0.974,-0.146,0.122,-1.038,0.336,66.667,712251.000,1.000
-9.846,-8.218,-6.194,-3.825,-14.076,-10.561,-9.375,-15.131,-0.008,0.974,-0.143,0.214,-1.221,0.305,66.667,712252.000,1.000
-11.236,-9.925,-7.810,-4.905,-17.367,-15.418,-16.079,-18.184,-0.007,0.973,-0.145,0.275,-1.190,0.366,66.667,712253.000,1.000
-11.649,-10.340,-8.448,-5.153,-18.520,-17.602,-19.219,-19.315,-0.008,0.973,-0.146,0.366,-1.190,0.397,66.667,712254.000,1.000
-10.086,-8.256,-7.049,-3.856,-16.452,-15.215,-17.146,-17.747,-0.009,0.975,-0.145,0.366,-1.221,0.488,66.667,712255.000,1.000
-6.670,-3.852,-3.633,-1.150,-11.473,-8.533,-10.363,-13.612,-0.009,0.977,-0.145,0.305,-1.190,0.519,66.667,712256.000,1.000
-2.794,1.202,0.486,1.952,-5.321,0.046,-1.306,-8.080,-0.010,0.976,-0.143,0.305,-1.282,0.580,66.667,712257.000,1.000
-0.593,4.477,3.085,3.919,-0.556,7.120,6.566,-3.082,-0.008,0.976,-0.142,0.244,-1.251,0.610,66.667,712258.000,1.000
-1.800,4.185,2.176,3.490,0.785,10.068,10.452,-0.380,-0.007,0.976,-0.143,0.183,-1.312,0.641,66.667,712259.000,1.000
